timestamp,pipeline_segment,station,meter_id,sensor_id,flow_in,flow_out,pressure,temperature,meter_reading,loss_litres,status,anomaly,anomaly_type
2026-07-15 22:14:56.984909,A13,Kisumu Depot,d068c315-4b2b-40ad-9c9b-78c13e5ce2b6,SNS-15566,9819,9801,42.55,26.79,697361.87,18,NORMAL,False,No Anomaly
2026-07-15 22:19:56.984909,D14,Kisumu Depot,39eeda0a-3507-4d2a-8373-59699a20fe1c,SNS-06280,10284,10254,41.18,28.56,897275.05,30,NORMAL,False,No Anomaly
2026-07-15 22:24:56.984909,D14,Mombasa Terminal,4ac741da-4f12-4ea2-a481-744e0ae9a692,SNS-30709,10431,10407,41.36,26.53,764581.1,24,NORMAL,False,No Anomaly
2026-07-15 22:29:56.984909,D14,Kisumu Depot,384bf7e9-5f25-4d16-a0b3-d387d6a1f5fe,SNS-51775,9766,9759,41.82,31.15,641756.31,7,NORMAL,False,No Anomaly
2026-07-15 22:34:56.984909,A13,Kisumu Depot,2666d791-bfb5-4323-87fb-d74f58e4f451,SNS-84916,9991,9973,41.04,26.66,886239.66,18,NORMAL,False,No Anomaly
2026-07-15 22:39:56.984909,A12,Mombasa Terminal,348f05ba-bad0-4651-b2f8-1595af22cf89,SNS-19966,9644,9631,40.88,24.09,825747.13,13,NORMAL,False,No Anomaly
2026-07-15 22:44:56.984909,D14,Nakuru Depot,9adcbdfd-25a0-48a5-a3ca-655ba792a038,SNS-94222,10458,10455,42.67,25.24,531603.06,3,NORMAL,False,No Anomaly
2026-07-15 22:49:56.984909,A12,Kisumu Depot,10ad1ab4-a196-4cab-8bc4-33211636ae23,SNS-84992,10318,10317,40.95,27.01,544487.47,1,NORMAL,False,No Anomaly
2026-07-15 22:54:56.984909,B08,Mombasa Terminal,b12e36ef-e4a8-4f38-a06d-89a941b93c25,SNS-13594,9868,9845,43.67,24.45,850997.32,23,NORMAL,False,No Anomaly
2026-07-15 22:59:56.984909,A13,Eldoret Depot,cf369f03-1819-44d4-bf02-0a4188f044a4,SNS-19283,9871,9865,44.55,24.43,520030.59,6,NORMAL,False,No Anomaly
2026-07-15 23:04:56.984909,C03,Nairobi Terminal,ff849229-b4e2-4f1e-a5a2-f86c167dd1a6,SNS-59552,9973,9954,43.76,27.81,692806.21,19,NORMAL,False,No Anomaly
2026-07-15 23:09:56.984909,B07,Eldoret Depot,887365db-8c8a-4aba-be2c-574e43f49a27,SNS-29923,10197,10183,42.27,25.64,810323.7,14,NORMAL,False,No Anomaly
2026-07-15 23:14:56.984909,B07,Mombasa Terminal,93c57026-8fb0-4977-be6a-96ec5ff4ade0,SNS-33789,10109,10093,42.31,28.33,698597.42,16,NORMAL,False,No Anomaly
2026-07-15 23:19:56.984909,C03,Kisumu Depot,b873afa2-2c58-4b32-9224-d811e2e356c9,SNS-70591,9863,9850,41.58,26.88,646721.97,13,NORMAL,False,No Anomaly
2026-07-15 23:24:56.984909,C03,Nairobi Terminal,8d36cc32-8864-4b8c-b043-c1367eb8920b,SNS-86982,10402,10375,40.92,26.59,869690.77,27,NORMAL,False,No Anomaly
2026-07-15 23:29:56.984909,D14,Kisumu Depot,79a531e4-4192-483b-9459-693b89df23c1,SNS-22134,9977,9969,41.76,24.2,527823.0,8,NORMAL,False,No Anomaly
2026-07-15 23:34:56.984909,D14,Kisumu Depot,8bf12c9c-8bd3-4eff-a3c3-c003b5a175e9,SNS-29645,9626,9621,44.52,24.95,879404.83,5,NORMAL,False,No Anomaly
2026-07-15 23:39:56.984909,A13,Kisumu Depot,c5d4e747-f9b8-40f8-acb9-d56d61dff97f,SNS-72174,10301,10274,44.15,31.59,581450.72,27,NORMAL,False,No Anomaly
2026-07-15 23:44:56.984909,A12,Nairobi Terminal,b430d968-883e-444e-98b9-c4a30e0f5845,SNS-11843,9874,9859,42.55,25.73,525361.7,15,NORMAL,False,No Anomaly
2026-07-15 23:49:56.984909,C03,Nakuru Depot,c199af4e-ccd6-495c-86e3-f28ab0d43d9d,SNS-79915,10092,10092,44.87,25.99,502253.12,0,NORMAL,False,No Anomaly
2026-07-15 23:54:56.984909,C03,Mombasa Terminal,1701c3b3-0b07-4042-a697-c7e5e1af8ad3,SNS-47801,9760,9732,40.98,24.84,515200.56,28,NORMAL,False,No Anomaly
2026-07-15 23:59:56.984909,B08,Kisumu Depot,f235baec-dbc6-409a-a0d9-d82a2023d6a7,SNS-35176,10008,9978,42.67,25.32,744252.58,30,NORMAL,False,No Anomaly
2026-07-16 00:04:56.984909,B07,Mombasa Terminal,39562235-9aa0-4b7b-9e52-0aac407ece3e,SNS-78340,10415,10385,40.87,29.84,702615.58,30,NORMAL,False,No Anomaly
2026-07-16 00:09:56.984909,D14,Kisumu Depot,7882f0cc-dd6c-409e-a044-f2f97e5550d5,SNS-13523,9769,9745,40.59,27.09,633790.69,24,NORMAL,False,No Anomaly
2026-07-16 00:14:56.984909,D14,Nairobi Terminal,ce7b779d-f97d-4ff9-b8ec-36c9fb075d2a,SNS-91394,10127,10097,40.52,29.99,738607.47,30,NORMAL,False,No Anomaly
2026-07-16 00:19:56.984909,D14,Nairobi Terminal,0573049f-6217-4e89-b79a-5f510b40f7ad,SNS-26419,9745,9730,43.25,26.8,632724.06,15,NORMAL,False,No Anomaly
2026-07-16 00:24:56.984909,B08,Mombasa Terminal,99d5079e-b571-47c6-b088-d4c19c6097e4,SNS-84149,9801,9794,40.5,29.16,573239.54,7,NORMAL,False,No Anomaly
2026-07-16 00:29:56.984909,A13,Nairobi Terminal,5eb508bc-35e4-4851-b52e-9c594032b6d0,SNS-17722,10126,10115,43.46,28.16,526201.23,11,NORMAL,False,No Anomaly
2026-07-16 00:34:56.984909,C03,Nairobi Terminal,83a2ecc2-32d7-423f-b97e-a0344ec5f682,SNS-19244,10134,10122,43.54,31.38,700108.88,12,NORMAL,False,No Anomaly
2026-07-16 00:39:56.984909,A13,Nakuru Depot,0ed0c9db-b59d-4ced-8340-d99cc667b80b,SNS-10013,9585,9574,42.4,28.84,501595.98,11,NORMAL,False,No Anomaly
2026-07-16 00:44:56.984909,B07,Eldoret Depot,d21094cf-c811-4f17-85cc-c06b10e9a504,SNS-77357,9723,9718,41.17,29.35,644008.6,5,NORMAL,False,No Anomaly
2026-07-16 00:49:56.984909,D14,Kisumu Depot,72d7fc17-03e7-43d7-89a7-9d081de1ffb6,SNS-20563,10486,10484,40.55,28.52,655016.03,2,NORMAL,False,No Anomaly
2026-07-16 00:54:56.984909,A13,Mombasa Terminal,5ebbb3d0-7ba7-4c3c-843b-79204b95d7af,SNS-11388,10007,9992,40.58,30.3,635665.3,15,NORMAL,False,No Anomaly
2026-07-16 00:59:56.984909,A12,Mombasa Terminal,cf7f4003-2961-4b73-b102-265461894c97,SNS-78383,9961,9932,41.55,29.65,882332.43,29,NORMAL,False,No Anomaly
2026-07-16 01:04:56.984909,C03,Mombasa Terminal,3fe276ec-e9ba-4aa2-a0fe-65c2803f6273,SNS-10661,10227,10202,40.2,26.57,864266.94,25,NORMAL,False,No Anomaly
2026-07-16 01:09:56.984909,D14,Kisumu Depot,45710ea5-183e-4cd6-8dd2-af7371476903,SNS-64568,9585,9572,43.0,25.95,775743.91,13,NORMAL,False,No Anomaly
2026-07-16 01:14:56.984909,D14,Eldoret Depot,5f673851-e70a-4379-9194-083389fec0bd,SNS-64698,10101,10084,42.96,27.57,725569.89,17,NORMAL,False,No Anomaly
2026-07-16 01:19:56.984909,A12,Nakuru Depot,0a441806-178d-483c-8386-fe0af50fed98,SNS-23845,9805,9798,44.26,30.64,597340.25,7,NORMAL,False,No Anomaly
2026-07-16 01:24:56.984909,B08,Nakuru Depot,90be4f83-408f-4b28-96fb-f37ab609124c,SNS-22692,10436,10408,44.87,31.99,809577.38,28,NORMAL,False,No Anomaly
2026-07-16 01:29:56.984909,A12,Kisumu Depot,387f758d-97ac-4ac3-8a81-5b3521b295b9,SNS-56556,9545,9533,41.18,25.2,673343.33,12,NORMAL,False,No Anomaly
2026-07-16 01:34:56.984909,A12,Kisumu Depot,3d8b50d7-32e8-4050-b2d3-da3395dba898,SNS-77358,10095,10078,42.71,25.94,840998.32,17,NORMAL,False,No Anomaly
2026-07-16 01:39:56.984909,C03,Nakuru Depot,dc367b94-483d-4eda-a95b-ddd23d5f8b4c,SNS-00933,10173,10157,44.97,28.66,723763.67,16,NORMAL,False,No Anomaly
2026-07-16 01:44:56.984909,A13,Mombasa Terminal,bb62f522-e148-4de8-8c04-45932183e752,SNS-11306,10082,10058,40.57,27.31,802551.19,24,NORMAL,False,No Anomaly
2026-07-16 01:49:56.984909,B07,Nakuru Depot,b410bcd6-29a3-4945-b44f-adcead69fb1f,SNS-03771,10426,10205,32.87,27.15,783973.86,221,ALERT,True,Pipeline Leak
2026-07-16 01:54:56.984909,C03,Kisumu Depot,d9422a74-bb6c-4a8e-9e60-c8d3560479ed,SNS-94485,10135,10107,42.86,29.98,757708.43,28,NORMAL,False,No Anomaly
2026-07-16 01:59:56.984909,C03,Mombasa Terminal,7d157372-5d7c-46c7-a078-88486e72b2ee,SNS-61639,9599,9599,42.93,24.28,686506.19,0,NORMAL,False,No Anomaly
2026-07-16 02:04:56.984909,B07,Nakuru Depot,2a2d99dc-ace5-455c-a5f3-1affabfa5a39,SNS-86155,9896,9868,43.96,24.67,507789.33,28,NORMAL,False,No Anomaly
2026-07-16 02:09:56.984909,D14,Kisumu Depot,13de0340-fa92-4cac-bc89-112119fc9cd6,SNS-06820,9626,9619,41.09,31.74,534762.97,7,NORMAL,False,No Anomaly
2026-07-16 02:14:56.984909,D14,Nakuru Depot,97dc6ff7-a008-4b21-826b-0688c0cd69ed,SNS-77009,9843,9840,40.96,28.36,567466.44,3,NORMAL,False,No Anomaly
2026-07-16 02:19:56.984909,A12,Nairobi Terminal,35873ced-d094-41c7-a90b-af44ef1c9ca2,SNS-42090,10231,10222,43.86,26.3,524373.71,9,NORMAL,False,No Anomaly
2026-07-16 02:24:56.984909,A12,Eldoret Depot,f6c6ee55-3bda-40df-83b1-00532e831a71,SNS-83839,9938,9908,42.57,24.26,713169.82,30,NORMAL,False,No Anomaly
2026-07-16 02:29:56.984909,C03,Nakuru Depot,66b17c2a-9319-4231-a407-f6e0d9297f58,SNS-09038,9742,9713,40.64,26.02,703740.71,29,NORMAL,False,No Anomaly
2026-07-16 02:34:56.984909,D14,Mombasa Terminal,4cacf732-5d05-4ac2-a1c7-f6bb870dd23c,SNS-33193,10415,10413,43.26,29.37,666734.46,2,NORMAL,False,No Anomaly
2026-07-16 02:39:56.984909,D14,Kisumu Depot,83304561-e1a3-4fd2-9dc4-40b72c6ee031,SNS-26972,10497,10496,44.17,27.66,507677.19,1,NORMAL,False,No Anomaly
2026-07-16 02:44:56.984909,D14,Kisumu Depot,7b3810e0-4396-4c40-992e-81eebc879445,SNS-37184,9852,9823,42.66,28.23,773814.31,29,NORMAL,False,No Anomaly
2026-07-16 02:49:56.984909,B08,Nairobi Terminal,a2d044cd-9cfc-4782-ab5b-ebea69c3d887,SNS-03566,9522,9508,41.09,28.6,540099.8,14,NORMAL,False,No Anomaly
2026-07-16 02:54:56.984909,C03,Eldoret Depot,4c2752f0-cc80-4563-9d2e-0ee65a80ee17,SNS-91251,9724,9708,43.25,30.97,739906.04,16,NORMAL,False,No Anomaly
2026-07-16 02:59:56.984909,D14,Mombasa Terminal,0cd11372-9187-47a8-8dc1-531eb035f342,SNS-66875,10378,10374,44.37,30.29,811510.62,4,NORMAL,False,No Anomaly
2026-07-16 03:04:56.984909,C03,Kisumu Depot,aed2b763-cb66-4174-a280-aaa3aba885a6,SNS-19326,9573,9555,43.43,28.94,661260.3,18,NORMAL,False,No Anomaly
2026-07-16 03:09:56.984909,A13,Mombasa Terminal,8eb8f168-fd40-44fa-90bc-27fe74670a74,SNS-61915,9863,9840,40.42,25.86,729441.83,23,NORMAL,False,No Anomaly
2026-07-16 03:14:56.984909,A13,Mombasa Terminal,a67e1e7b-6ef8-4662-ab0d-3303dc5ca209,SNS-75506,10307,10305,43.61,29.23,694528.92,2,NORMAL,False,No Anomaly
2026-07-16 03:19:56.984909,A12,Nairobi Terminal,1448c521-31bd-4515-afad-8250be1e2a66,SNS-60052,10109,10106,42.39,29.13,664085.99,3,NORMAL,False,No Anomaly
2026-07-16 03:24:56.984909,B08,Eldoret Depot,3d2a7585-92c3-45b6-82b3-a34f5c346ea0,SNS-45376,10261,10244,41.57,27.39,866929.53,17,NORMAL,False,No Anomaly
2026-07-16 03:29:56.984909,D14,Mombasa Terminal,d7dc2270-919b-4020-b365-83a50fcb7627,SNS-19887,9938,9933,42.87,27.73,732380.9,5,NORMAL,False,No Anomaly
2026-07-16 03:34:56.984909,A12,Nakuru Depot,bbb15be1-c8c9-466e-aab3-4d6bd9d64f0c,SNS-64524,9797,9778,40.9,30.77,538511.15,19,NORMAL,False,No Anomaly
2026-07-16 03:39:56.984909,B08,Eldoret Depot,e5c72ba7-94a7-496e-bd16-eefd3da78025,SNS-16364,9964,9963,40.63,27.34,660087.25,1,NORMAL,False,No Anomaly
2026-07-16 03:44:56.984909,B08,Eldoret Depot,e092a105-7e3b-4f67-89b1-7e152a4d343f,SNS-32147,9829,9297,40.58,26.01,797359.72,532,ALERT,True,Illegal Tapping
2026-07-16 03:49:56.984909,A13,Mombasa Terminal,31fb3801-f2d7-4abc-a85b-454504701308,SNS-21204,9738,9717,43.79,25.78,780916.61,21,NORMAL,False,No Anomaly
2026-07-16 03:54:56.984909,B08,Nairobi Terminal,20e600e8-1862-4a08-9e44-f21ec63fe755,SNS-67061,10300,10300,44.44,30.41,818385.02,0,NORMAL,False,No Anomaly
2026-07-16 03:59:56.984909,D14,Mombasa Terminal,b67e8198-2a51-420d-b6eb-8a0b5cd33195,SNS-25490,9689,9678,42.39,31.43,852395.66,11,NORMAL,False,No Anomaly
2026-07-16 04:04:56.984909,B08,Nakuru Depot,d7c33ae6-de38-41d2-98e2-35e497fecf06,SNS-64115,10124,10099,44.49,31.11,618790.32,25,NORMAL,False,No Anomaly
2026-07-16 04:09:56.984909,C03,Kisumu Depot,ce5134bf-0aa5-4f45-8013-6903c58b67b1,SNS-94966,10485,10461,41.09,26.04,828441.68,24,NORMAL,False,No Anomaly
2026-07-16 04:14:56.984909,C03,Kisumu Depot,79a74a7c-b39f-4776-a995-c3985d225b46,SNS-05077,10464,10437,40.4,27.65,862197.29,27,NORMAL,False,No Anomaly
2026-07-16 04:19:56.984909,A13,Kisumu Depot,b0abbcdf-aa6a-459e-8196-1e154b43aede,SNS-00883,9885,9870,40.53,27.16,566390.61,15,NORMAL,False,No Anomaly
2026-07-16 04:24:56.984909,B08,Kisumu Depot,5360b183-f92e-49dd-bb2a-f62cde23b3c0,SNS-95822,10208,10198,41.78,28.08,569347.33,10,NORMAL,False,No Anomaly
2026-07-16 04:29:56.984909,D14,Nakuru Depot,f5b868b0-5529-4ab8-a7a3-e932ddda48fc,SNS-10182,9948,9944,42.81,27.18,605336.05,4,NORMAL,False,No Anomaly
2026-07-16 04:34:56.984909,B08,Kisumu Depot,81cb5e66-0375-401f-b66f-4b84d748800e,SNS-54149,9875,9874,44.1,30.53,637431.58,1,NORMAL,False,No Anomaly
2026-07-16 04:39:56.984909,B08,Nakuru Depot,bb2e54c6-9ed5-47ec-a57f-d7b2dd5d7d87,SNS-53544,9538,9536,40.27,31.26,576902.84,2,NORMAL,False,No Anomaly
2026-07-16 04:44:56.984909,D14,Nairobi Terminal,e2169262-7103-4321-adc9-6319d86a345d,SNS-78634,10367,10341,42.99,29.3,513102.18,26,NORMAL,False,No Anomaly
2026-07-16 04:49:56.984909,B07,Nairobi Terminal,d57b8596-4402-4ecf-bbff-4ca1e6a216fe,SNS-51893,10240,10215,42.66,27.58,519807.6,25,NORMAL,False,No Anomaly
2026-07-16 04:54:56.984909,D14,Eldoret Depot,d9380ca1-9211-409c-a894-a78aff70ebb1,SNS-12520,10300,9945,41.96,28.39,622499.25,355,ALERT,True,Illegal Tapping
2026-07-16 04:59:56.984909,C03,Kisumu Depot,bb0865ff-d302-47cf-add4-d67e629bfcc0,SNS-16637,10448,10427,43.69,25.71,891152.67,21,NORMAL,False,No Anomaly
2026-07-16 05:04:56.984909,B07,Kisumu Depot,ad9d0ceb-d2cf-456a-9930-86be17761c08,SNS-20514,10283,10274,43.42,26.79,728926.64,9,NORMAL,False,No Anomaly
2026-07-16 05:09:56.984909,B07,Nakuru Depot,f975bafd-c44f-4132-a738-45bd4dc8c6cd,SNS-51391,9834,9817,41.2,28.69,887252.38,17,NORMAL,False,No Anomaly
2026-07-16 05:14:56.984909,A12,Eldoret Depot,0a72cac7-aaf0-42e8-8329-1fad92eb847d,SNS-95945,10043,10023,42.7,29.57,728325.93,20,NORMAL,False,No Anomaly
2026-07-16 05:19:56.984909,B08,Mombasa Terminal,46608039-5a3d-4056-998b-c05992217bef,SNS-20431,10107,10086,41.43,26.98,600374.29,21,NORMAL,False,No Anomaly
2026-07-16 05:24:56.984909,C03,Kisumu Depot,e870e171-3f4c-47a6-9dc1-587521d7e5cf,SNS-92145,9527,9500,40.58,27.06,520358.74,27,NORMAL,False,No Anomaly
2026-07-16 05:29:56.984909,A13,Kisumu Depot,82c9c8f1-8a48-4bd0-8590-c2597c88c563,SNS-61286,10498,10497,40.25,25.46,526312.91,1,NORMAL,False,No Anomaly
2026-07-16 05:34:56.984909,B07,Nairobi Terminal,9f75090a-d8f4-4387-8778-71dbbc3ffcaa,SNS-79204,9516,9508,43.18,30.93,745425.77,8,NORMAL,False,No Anomaly
2026-07-16 05:39:56.984909,B07,Nakuru Depot,b78b00e4-f1d5-428d-99b6-79c5c9e66f89,SNS-65469,10131,10104,44.58,31.62,546854.17,27,NORMAL,False,No Anomaly
2026-07-16 05:44:56.984909,A12,Nairobi Terminal,68251abc-326d-4c51-8585-40fccb012e09,SNS-66800,9573,9547,42.01,28.22,897895.81,26,NORMAL,False,No Anomaly
2026-07-16 05:49:56.984909,C03,Nairobi Terminal,ebc25657-7a2b-4140-985e-c4207a4ed5e0,SNS-49110,10236,10229,41.31,28.73,831013.4,7,NORMAL,False,No Anomaly
2026-07-16 05:54:56.984909,B08,Kisumu Depot,a75b988e-1664-4a54-93c9-b834b5dbc837,SNS-32086,10066,10062,43.42,28.36,868353.91,4,NORMAL,False,No Anomaly
2026-07-16 05:59:56.984909,A12,Nakuru Depot,3a431a7e-581a-4fd1-b0dd-0026b9785517,SNS-94247,10074,10046,40.79,26.5,500355.74,28,NORMAL,False,No Anomaly
2026-07-16 06:04:56.984909,D14,Nakuru Depot,20d337b1-b76a-47dd-ad55-5b248c7a3b03,SNS-58466,10320,10314,41.27,27.55,862714.95,6,NORMAL,False,No Anomaly
2026-07-16 06:09:56.984909,A12,Mombasa Terminal,4d06a7b0-7385-4884-ab28-0e87d2a41956,SNS-94652,10058,10029,41.21,24.39,749729.69,29,NORMAL,False,No Anomaly
2026-07-16 06:14:56.984909,D14,Kisumu Depot,39d8b26d-90ff-4366-8838-7597ca0f4ca6,SNS-00602,10346,10340,41.09,31.86,500418.88,6,NORMAL,False,No Anomaly
2026-07-16 06:19:56.984909,B07,Nairobi Terminal,0cff1f7f-b552-42b6-a00a-f14c1950ffd9,SNS-10174,10339,10330,41.81,26.66,614159.3,9,NORMAL,False,No Anomaly
2026-07-16 06:24:56.984909,A13,Kisumu Depot,b633c4dd-bc6b-41f9-ab42-bff71b9a6460,SNS-31719,9680,9652,40.25,25.77,881009.92,28,NORMAL,False,No Anomaly
2026-07-16 06:29:56.984909,B07,Kisumu Depot,ca61e463-e70c-4aa6-9d31-e5ee65dae22a,SNS-74182,9747,9736,41.97,30.15,602253.06,11,NORMAL,False,No Anomaly
2026-07-16 06:34:56.984909,B08,Kisumu Depot,9de2b4f6-47ce-4faa-8c27-c88a8a9db8e0,SNS-88098,10091,10083,42.64,27.68,535948.11,8,NORMAL,False,No Anomaly
2026-07-16 06:39:56.984909,A12,Nakuru Depot,7a2cc4c9-12c6-4ffb-9301-18e4d0cf9408,SNS-82658,10379,10366,41.24,31.92,533046.04,13,NORMAL,False,No Anomaly
2026-07-16 06:44:56.984909,B07,Mombasa Terminal,bed1f57c-89c6-4537-a6fe-6e04d7f1ea12,SNS-73267,9861,9854,44.66,28.58,616060.8,7,NORMAL,False,No Anomaly
2026-07-16 06:49:56.984909,B08,Eldoret Depot,6fa16dce-ea1d-41d6-b16e-68746b5da0bc,SNS-03543,10111,10111,44.46,29.3,883383.23,0,NORMAL,False,No Anomaly
2026-07-16 06:54:56.984909,A13,Mombasa Terminal,92e2ba23-8200-47c8-99fa-88e2772a8067,SNS-70648,9937,9937,44.37,25.37,690239.29,0,NORMAL,False,No Anomaly
2026-07-16 06:59:56.984909,B08,Mombasa Terminal,aa7bc550-269f-4fc3-9ac3-b1adc97a7b1a,SNS-69945,10410,10408,40.86,30.24,755969.16,2,NORMAL,False,No Anomaly
2026-07-16 07:04:56.984909,B07,Nakuru Depot,1207ae17-cdc3-43d7-84ba-4d4d9ee794a4,SNS-66008,10348,10345,44.87,31.02,671117.97,3,NORMAL,False,No Anomaly
2026-07-16 07:09:56.984909,C03,Nakuru Depot,b122cfd8-7617-4090-838c-aa97a37522a9,SNS-24512,10228,10211,41.89,31.45,551747.97,17,NORMAL,False,No Anomaly
2026-07-16 07:14:56.984909,B08,Mombasa Terminal,60d41d89-983b-41a0-9e72-5a6ca3548314,SNS-69306,10215,10202,41.9,31.1,716869.83,13,NORMAL,False,No Anomaly
2026-07-16 07:19:56.984909,B07,Nairobi Terminal,37532c71-d5b8-47d5-a582-b55d7b05cde4,SNS-56218,9866,9850,43.05,31.26,605122.44,16,NORMAL,False,No Anomaly
2026-07-16 07:24:56.984909,A12,Kisumu Depot,cb695bb5-e332-46e1-9c10-750548faa3dd,SNS-93984,10264,10255,41.65,30.38,872589.73,9,NORMAL,False,No Anomaly
2026-07-16 07:29:56.984909,A13,Nakuru Depot,e494dc3f-854d-4a21-912e-ac606a0205ec,SNS-54285,9689,9687,43.75,28.45,896381.58,2,NORMAL,False,No Anomaly
2026-07-16 07:34:56.984909,B08,Eldoret Depot,8a68cea3-dc9f-46f0-9a1d-a69ab6872ac7,SNS-24483,10151,10123,43.3,26.24,879288.37,28,NORMAL,False,No Anomaly
2026-07-16 07:39:56.984909,D14,Kisumu Depot,6c5f2b26-86b3-4b15-acbc-4bec10c07cf8,SNS-85979,9571,9563,43.49,25.02,588273.68,8,NORMAL,False,No Anomaly
2026-07-16 07:44:56.984909,C03,Nairobi Terminal,70af2195-4778-4142-a993-042bbc428196,SNS-55611,9838,9813,40.1,29.25,788111.97,25,NORMAL,False,No Anomaly
2026-07-16 07:49:56.984909,A13,Nakuru Depot,309a894f-8f7e-4367-9996-b87e5998220a,SNS-30498,9802,9774,43.23,25.77,535601.18,28,NORMAL,False,No Anomaly
2026-07-16 07:54:56.984909,B08,Nakuru Depot,30716997-455b-436f-b8d5-81680b50fed8,SNS-31944,10411,10397,40.64,29.88,646430.48,14,NORMAL,False,No Anomaly
2026-07-16 07:59:56.984909,C03,Nairobi Terminal,cc0281e5-cc0a-47f6-b0d9-b478a46a68cf,SNS-89239,9512,9499,43.22,24.2,517336.21,13,NORMAL,False,No Anomaly
2026-07-16 08:04:56.984909,B07,Kisumu Depot,e8db766f-4c9b-4fa7-9d5d-7e5b38bc1c06,SNS-47169,10103,10091,41.02,24.33,509251.33,12,NORMAL,False,No Anomaly
2026-07-16 08:09:56.984909,B08,Nairobi Terminal,59c2ccbb-9e5f-41d7-baed-b51485e3b212,SNS-57602,10386,10367,41.73,27.86,869644.85,19,NORMAL,False,No Anomaly
2026-07-16 08:14:56.984909,D14,Eldoret Depot,2ee03ff8-2f0b-4aa1-b12b-4b8682a86f16,SNS-10647,10500,10136,41.33,26.97,573696.44,364,ALERT,True,Illegal Tapping
2026-07-16 08:19:56.984909,D14,Nakuru Depot,045be2aa-ccf6-49e4-a462-284eb6014b71,SNS-92765,10403,10401,43.29,30.51,590407.88,2,NORMAL,False,No Anomaly
2026-07-16 08:24:56.984909,A12,Nakuru Depot,0ecbe416-993f-4a25-bedd-d022644ec8fb,SNS-91835,10228,10222,42.48,29.9,760864.62,6,NORMAL,False,No Anomaly
2026-07-16 08:29:56.984909,D14,Kisumu Depot,7d1e27c8-bcde-4cdc-ba50-8935c7766d9a,SNS-00847,10298,10294,43.1,26.02,649141.08,4,NORMAL,False,No Anomaly
2026-07-16 08:34:56.984909,B07,Eldoret Depot,9024c600-406a-4943-a249-e50da75995cd,SNS-90370,9994,9974,42.24,30.03,892754.56,20,NORMAL,False,No Anomaly
2026-07-16 08:39:56.984909,A12,Kisumu Depot,8dc1e329-d940-4a49-80b0-f95a5a7f4c4e,SNS-71043,10189,10183,43.23,30.21,823614.31,6,NORMAL,False,No Anomaly
2026-07-16 08:44:56.984909,A12,Eldoret Depot,79e6b551-bb36-4808-9cb9-a924b6e2ea44,SNS-23617,9574,9123,35.82,25.5,626351.58,451,ALERT,True,Pipeline Leak
